resourcexid,notes,datestarted,dateended,relationshiptype,resourceinstanceidfrom,resourceinstanceidto,modified,created,inverserelationshiptype,tileid,nodeid,resourceinstancefrom_graphid,resourceinstanceto_graphid
ca29817b-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,1511dd40-7323-4012-9d09-001dae71fab0,2020-11-12 23:34:24.511529+00,2020-11-12 22:38:32.084682+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29817c-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,f9d2aa69-77a2-4b17-a5e8-22ca3f3d3666,2020-11-12 23:34:24.520205+00,2020-11-12 22:38:32.091475+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29817d-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,f9d2aa69-77a2-4b17-a5e8-22ca3f3d3666,2020-11-12 23:34:24.528567+00,2020-11-12 22:38:32.098607+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29817e-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,e85ff167-d59f-4535-8db5-7bbee84e7545,2020-11-12 23:34:24.537327+00,2020-11-12 22:38:32.105275+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298180-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,e85ff167-d59f-4535-8db5-7bbee84e7545,2020-11-12 23:34:24.554677+00,2020-11-12 22:38:32.119636+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298181-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,f9d2aa69-77a2-4b17-a5e8-22ca3f3d3666,2020-11-12 23:34:24.563156+00,2020-11-12 22:38:32.127117+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298182-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,f9d2aa69-77a2-4b17-a5e8-22ca3f3d3666,2020-11-12 23:34:24.571615+00,2020-11-12 22:38:32.134196+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298183-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,f9d2aa69-77a2-4b17-a5e8-22ca3f3d3666,2020-11-12 23:34:24.580532+00,2020-11-12 22:38:32.141938+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298185-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,f9d2aa69-77a2-4b17-a5e8-22ca3f3d3666,2020-11-12 23:34:24.597759+00,2020-11-12 22:38:32.156033+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298186-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,f9d2aa69-77a2-4b17-a5e8-22ca3f3d3666,2020-11-12 23:34:24.606322+00,2020-11-12 22:38:32.163235+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298187-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,f9d2aa69-77a2-4b17-a5e8-22ca3f3d3666,2020-11-12 23:34:24.614744+00,2020-11-12 22:38:32.170343+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298188-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,f9d2aa69-77a2-4b17-a5e8-22ca3f3d3666,2020-11-12 23:34:24.622844+00,2020-11-12 22:38:32.177695+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29818a-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,3dd41a04-c3fd-477e-874b-b0b12edfdc4a,2020-11-12 23:34:24.639814+00,2020-11-12 22:38:32.192183+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29818b-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,8222bc31-e24e-4072-9b15-cc87a904f2a4,2020-11-12 23:34:24.648231+00,2020-11-12 22:38:32.199453+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29818c-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,1dd306f0-1c4c-42c3-8009-29d83bf84c99,2020-11-12 23:34:24.65695+00,2020-11-12 22:38:32.206506+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29818d-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,1dd306f0-1c4c-42c3-8009-29d83bf84c99,2020-11-12 23:34:24.665589+00,2020-11-12 22:38:32.21339+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29818f-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,1dd306f0-1c4c-42c3-8009-29d83bf84c99,2020-11-12 23:34:24.682815+00,2020-11-12 22:38:32.227426+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298190-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,1dd306f0-1c4c-42c3-8009-29d83bf84c99,2020-11-12 23:34:24.691233+00,2020-11-12 22:38:32.234349+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298191-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,1dd306f0-1c4c-42c3-8009-29d83bf84c99,2020-11-12 23:34:24.699746+00,2020-11-12 22:38:32.241127+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298193-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,3dd41a04-c3fd-477e-874b-b0b12edfdc4a,2020-11-12 23:34:24.71729+00,2020-11-12 22:38:32.255553+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298194-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,3dd41a04-c3fd-477e-874b-b0b12edfdc4a,2020-11-12 23:34:24.725827+00,2020-11-12 22:38:32.262373+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298195-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,e85ff167-d59f-4535-8db5-7bbee84e7545,2020-11-12 23:34:24.734295+00,2020-11-12 22:38:32.269408+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298196-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,3dd41a04-c3fd-477e-874b-b0b12edfdc4a,2020-11-12 23:34:24.742733+00,2020-11-12 22:38:32.276717+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298198-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,3dd41a04-c3fd-477e-874b-b0b12edfdc4a,2020-11-12 23:34:24.760501+00,2020-11-12 22:38:32.290486+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca298199-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,3dd41a04-c3fd-477e-874b-b0b12edfdc4a,2020-11-12 23:34:24.768855+00,2020-11-12 22:38:32.297759+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29819a-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,3dd41a04-c3fd-477e-874b-b0b12edfdc4a,2020-11-12 23:34:24.777231+00,2020-11-12 22:38:32.304821+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29819b-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,3dd41a04-c3fd-477e-874b-b0b12edfdc4a,2020-11-12 23:34:24.785717+00,2020-11-12 22:38:32.312083+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29819d-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,e85ff167-d59f-4535-8db5-7bbee84e7545,2020-11-12 23:34:24.802863+00,2020-11-12 22:38:32.325641+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29819e-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,e85ff167-d59f-4535-8db5-7bbee84e7545,2020-11-12 23:34:24.811263+00,2020-11-12 22:38:32.332284+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca29819f-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,e85ff167-d59f-4535-8db5-7bbee84e7545,2020-11-12 23:34:24.819492+00,2020-11-12 22:38:32.339184+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981a0-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,e85ff167-d59f-4535-8db5-7bbee84e7545,2020-11-12 23:34:24.827832+00,2020-11-12 22:38:32.346005+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981a2-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,e85ff167-d59f-4535-8db5-7bbee84e7545,2020-11-12 23:34:24.84491+00,2020-11-12 22:38:32.360215+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981a3-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,e85ff167-d59f-4535-8db5-7bbee84e7545,2020-11-12 23:34:24.853293+00,2020-11-12 22:38:32.36681+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981a4-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,3dd41a04-c3fd-477e-874b-b0b12edfdc4a,2020-11-12 23:34:24.8617+00,2020-11-12 22:38:32.373848+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981a6-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,89647df0-ef8c-45af-ad1d-6760e382254c,2020-11-12 23:34:24.882151+00,2020-11-12 22:38:32.387504+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981a7-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,5debc308-2828-4e83-b707-b9127b77856b,2020-11-12 23:34:24.890883+00,2020-11-12 22:38:32.394169+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981a8-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,5debc308-2828-4e83-b707-b9127b77856b,2020-11-12 23:34:24.899259+00,2020-11-12 22:38:32.400827+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981aa-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,5debc308-2828-4e83-b707-b9127b77856b,2020-11-12 23:34:24.916791+00,2020-11-12 22:38:32.414207+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981ac-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,24ce5173-a122-4f81-9e4c-5dea70ed99e7,2020-11-12 23:34:24.934132+00,2020-11-12 22:38:32.428322+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981ad-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,24ce5173-a122-4f81-9e4c-5dea70ed99e7,2020-11-12 23:34:24.942671+00,2020-11-12 22:38:32.435225+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981ae-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,24ce5173-a122-4f81-9e4c-5dea70ed99e7,2020-11-12 23:34:24.951361+00,2020-11-12 22:38:32.44248+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981af-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,24ce5173-a122-4f81-9e4c-5dea70ed99e7,2020-11-12 23:34:24.960033+00,2020-11-12 22:38:32.453362+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981b1-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,5debc308-2828-4e83-b707-b9127b77856b,2020-11-12 23:34:24.977274+00,2020-11-12 22:38:32.467486+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981b2-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,24ce5173-a122-4f81-9e4c-5dea70ed99e7,2020-11-12 23:34:24.985893+00,2020-11-12 22:38:32.474676+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981b3-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,5debc308-2828-4e83-b707-b9127b77856b,2020-11-12 23:34:24.994559+00,2020-11-12 22:38:32.481832+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981b5-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,24ce5173-a122-4f81-9e4c-5dea70ed99e7,2020-11-12 23:34:25.012499+00,2020-11-12 22:38:32.495812+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981b6-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,24ce5173-a122-4f81-9e4c-5dea70ed99e7,2020-11-12 23:34:25.021424+00,2020-11-12 22:38:32.502664+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981b7-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,24ce5173-a122-4f81-9e4c-5dea70ed99e7,2020-11-12 23:34:25.030298+00,2020-11-12 22:38:32.509793+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981b8-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,89647df0-ef8c-45af-ad1d-6760e382254c,2020-11-12 23:34:25.038868+00,2020-11-12 22:38:32.517572+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981ba-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,89647df0-ef8c-45af-ad1d-6760e382254c,2020-11-12 23:34:25.056724+00,2020-11-12 22:38:32.531344+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981bb-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,89647df0-ef8c-45af-ad1d-6760e382254c,2020-11-12 23:34:25.065577+00,2020-11-12 22:38:32.538442+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981bc-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,89647df0-ef8c-45af-ad1d-6760e382254c,2020-11-12 23:34:25.074407+00,2020-11-12 22:38:32.545617+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981bd-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,89647df0-ef8c-45af-ad1d-6760e382254c,2020-11-12 23:34:25.08352+00,2020-11-12 22:38:32.553107+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981bf-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,89647df0-ef8c-45af-ad1d-6760e382254c,2020-11-12 23:34:25.100937+00,2020-11-12 22:38:32.567896+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981c0-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,24ce5173-a122-4f81-9e4c-5dea70ed99e7,2020-11-12 23:34:25.109744+00,2020-11-12 22:38:32.575089+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981c1-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,57a05479-194b-44cb-a49c-545909252af6,2020-11-12 23:34:25.118295+00,2020-11-12 22:38:32.582124+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981c2-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,8222bc31-e24e-4072-9b15-cc87a904f2a4,2020-11-12 23:34:25.130176+00,2020-11-12 22:38:32.589237+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981c4-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,8222bc31-e24e-4072-9b15-cc87a904f2a4,2020-11-12 23:34:25.147666+00,2020-11-12 22:38:32.603813+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981c5-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,8222bc31-e24e-4072-9b15-cc87a904f2a4,2020-11-12 23:34:25.156458+00,2020-11-12 22:38:32.610934+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981c6-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,8222bc31-e24e-4072-9b15-cc87a904f2a4,2020-11-12 23:34:25.165096+00,2020-11-12 22:38:32.617762+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981c7-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,8222bc31-e24e-4072-9b15-cc87a904f2a4,2020-11-12 23:34:25.173974+00,2020-11-12 22:38:32.624437+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981c9-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,8222bc31-e24e-4072-9b15-cc87a904f2a4,2020-11-12 23:34:25.19152+00,2020-11-12 22:38:32.638078+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981ca-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,8222bc31-e24e-4072-9b15-cc87a904f2a4,2020-11-12 23:34:25.200435+00,2020-11-12 22:38:32.644719+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
ca2981cb-2537-11eb-9d07-0610f586dfc5,"",,,3fd5b5a3-9060-4db4-84be-dbf87c44a46f,e93dda75-a47b-470d-8a25-0e4d78e84932,8222bc31-e24e-4072-9b15-cc87a904f2a4,2020-11-12 23:34:25.208942+00,2020-11-12 22:38:32.651563+00,,,,5f1b17b2-e506-11e7-b2cc-02e0c6d7ad7a,6b371a4c-e505-11e7-b2cc-02e0c6d7ad7a
